guesses,clues,boards
"['novel', 'ray']",book,"green: ['ray', 'state', 'novel'], black: ['pitch', 'draft', 'spy'], tan: ['mammoth', 'lead', 'life', 'match', 'genius', 'strike', 'comic', 'mount', 'stock', 'luck', 'conductor', 'air']"
"['mammoth', 'centaur']",four-legged,"green: ['mammoth', 'lead', 'genius', 'drop', 'crash', 'centaur', 'spy', 'luck', 'conductor'], black: ['state', 'stock', 'draft'], tan: ['pitch', 'ray', 'light', 'life', 'code', 'match', 'strike', 'comic', 'mount', 'witch', 'alien', 'novel', 'air']"
"['genius', 'spy']",intelligence,"green: ['lead', 'genius', 'drop', 'crash', 'spy', 'luck', 'conductor'], black: ['state', 'stock', 'draft'], tan: ['pitch', 'ray', 'light', 'life', 'code', 'match', 'strike', 'comic', 'mount', 'witch', 'alien', 'novel', 'air']"
"['drop', 'crash']",plummet,"green: ['lead', 'drop', 'crash', 'luck', 'conductor'], black: ['state', 'stock', 'draft'], tan: ['pitch', 'ray', 'light', 'life', 'code', 'match', 'strike', 'comic', 'mount', 'witch', 'alien', 'novel', 'air']"
"['lead', 'conductor']",metals,"green: ['lead', 'luck', 'conductor'], black: ['state', 'stock', 'draft'], tan: ['pitch', 'ray', 'light', 'life', 'code', 'match', 'strike', 'comic', 'mount', 'witch', 'alien', 'novel', 'air']"
"['compound', 'capital']",guarded,"green: ['compound', 'embassy', 'lap', 'part', 'spell', 'revolution', 'row', 'witch', 'death'], black: ['genius', 'tag', 'fighter'], tan: ['mine', 'superhero', 'mass', 'conductor', 'space', 'spy', 'grace', 'pass', 'fall', 'capital', 'fair', 'lead', 'field']"
"['death', 'revolution']",war,"green: ['lap', 'part', 'spell', 'revolution', 'row', 'witch', 'death'], black: ['genius', 'tag', 'fighter'], tan: ['mine', 'superhero', 'mass', 'conductor', 'space', 'spy', 'grace', 'pass', 'fall', 'fair', 'lead', 'field']"
"['witch', 'superhero']",magic,"green: ['part', 'spell', 'row', 'witch'], black: ['genius', 'tag', 'fighter'], tan: ['mine', 'superhero', 'mass', 'conductor', 'space', 'spy', 'grace', 'pass', 'fall', 'fair', 'lead', 'field']"
"['state', 'capital']",governor,"green: ['club', 'state', 'capital', 'center', 'opera', 'unicorn', 'round', 'crash'], black: ['drop', 'boom', 'agent'], tan: ['bond', 'life', 'witch', 'conductor', 'scientist', 'vacuum', 'date', 'stock', 'change', 'plot', 'pitch', 'trip', 'spring']"
"['force', 'strike', 'wind']",air,"green: ['pitch', 'force', 'fighter', 'wind', 'tag', 'revolution', 'trip', 'strike', 'well'], black: ['war', 'superhero', 'charge'], tan: ['round', 'lead', 'fair', 'cycle', 'ghost', 'part', 'roulette', 'king', 'witch', 'angel', 'scientist', 'alien', 'undertaker']"
"['revolution', 'fighter']",guevara,"green: ['pitch', 'fighter', 'tag', 'revolution', 'trip', 'well'], black: ['war', 'superhero', 'charge'], tan: ['round', 'lead', 'fair', 'cycle', 'ghost', 'part', 'roulette', 'king', 'witch', 'angel', 'scientist', 'alien', 'undertaker']"
"['pitch', 'tag']",baseball,"green: ['pitch', 'tag', 'trip', 'well'], black: ['war', 'superhero', 'charge'], tan: ['round', 'lead', 'fair', 'cycle', 'ghost', 'part', 'roulette', 'king', 'witch', 'angel', 'scientist', 'alien', 'undertaker']"
"['king', 'ghost']",hamlet,"green: ['lead', 'cycle', 'ghost', 'war', 'king', 'well'], black: ['round', 'fighter', 'charge'], tan: ['fair', 'pitch', 'force', 'wind', 'tag', 'part', 'roulette', 'trip', 'superhero', 'angel', 'scientist', 'alien', 'undertaker']"
"['war', 'round']",bullets,"green: ['lead', 'cycle', 'war', 'well'], black: ['round', 'fighter', 'charge'], tan: ['fair', 'pitch', 'force', 'wind', 'tag', 'part', 'roulette', 'trip', 'superhero', 'angel', 'scientist', 'alien', 'undertaker']"
"['undertaker', 'fighter']",wwe,"green: ['date', 'fighter', 'march', 'genius', 'millionaire', 'undertaker', 'field', 'cast', 'time'], black: ['scientist', 'sub', 'agent'], tan: ['fair', 'opera', 'change', 'ninja', 'lap', 'cycle', 'force', 'grace', 'alien', 'draft', 'row', 'pass', 'sound']"
"['march', 'date']",month,"green: ['date', 'march', 'genius', 'field', 'cast', 'time'], black: ['scientist', 'sub', 'agent'], tan: ['fair', 'opera', 'change', 'ninja', 'lap', 'cycle', 'force', 'grace', 'alien', 'draft', 'row', 'pass', 'sound']"
"['field', 'pass']",football,"green: ['genius', 'field', 'time'], black: ['scientist', 'sub', 'agent'], tan: ['fair', 'opera', 'change', 'ninja', 'lap', 'force', 'grace', 'alien', 'draft', 'row', 'pass', 'sound']"
"['cast', 'change', 'agent', 'time']",casting,"green: ['opera', 'change', 'lap', 'field', 'cast', 'row', 'agent'], black: ['genius', 'alien', 'sub'], tan: ['fair', 'fighter', 'march', 'scientist', 'ninja', 'millionaire', 'undertaker', 'grace', 'draft', 'pass', 'sound', 'time']"
"['lap', 'sound']",racing,"green: ['opera', 'lap', 'field', 'row'], black: ['genius', 'alien', 'sub'], tan: ['fair', 'fighter', 'march', 'scientist', 'ninja', 'millionaire', 'undertaker', 'grace', 'draft', 'pass', 'sound']"
"['superhero', 'genius']",hero,"green: ['pitch', 'angel', 'superhero', 'date', 'war', 'degree', 'compound', 'genius', 'pass'], black: ['trip', 'match', 'light'], tan: ['slip', 'force', 'agent', 'roulette', 'cover', 'well', 'capital', 'opera', 'club', 'space', 'mine', 'spring', 'death']"
"['compound', 'angel']",house,"green: ['angel', 'date', 'war', 'degree', 'compound', 'pass'], black: ['trip', 'match', 'light'], tan: ['slip', 'force', 'agent', 'roulette', 'cover', 'well', 'capital', 'opera', 'club', 'space', 'mine', 'spring', 'death']"
"['roulette', 'match', 'pitch']",game,"green: ['pitch', 'force', 'agent', 'roulette', 'opera', 'match', 'pass', 'spring'], black: ['war', 'mine', 'light'], tan: ['slip', 'cover', 'angel', 'date', 'well', 'capital', 'trip', 'degree', 'compound', 'club', 'genius', 'space', 'death']"
"['spring', 'pass']",season,"green: ['force', 'agent', 'opera', 'pass', 'spring'], black: ['war', 'mine', 'light'], tan: ['slip', 'cover', 'angel', 'date', 'well', 'capital', 'trip', 'degree', 'compound', 'club', 'genius', 'space', 'death']"
"['force', 'agent']",push,"green: ['force', 'agent', 'opera'], black: ['war', 'mine', 'light'], tan: ['slip', 'cover', 'angel', 'date', 'well', 'capital', 'trip', 'degree', 'compound', 'club', 'genius', 'space', 'death']"
"['stock', 'change', 'capital']",money,"green: ['change', 'cast', 'unicorn', 'capital', 'cold', 'novel', 'figure', 'stock', 'match'], black: ['row', 'fighter', 'cycle'], tan: ['fair', 'witch', 'drop', 'date', 'vacuum', 'angel', 'tag', 'embassy', 'revolution', 'time', 'club', 'poison', 'force']"
"['strike', 'ray']",line,"green: ['ray', 'wind', 'grace', 'part', 'centaur', 'leprechaun', 'lap', 'strike', 'check'], black: ['light', 'figure', 'millionaire'], tan: ['genius', 'compound', 'poison', 'disease', 'novel', 'alien', 'war', 'conductor', 'pitch', 'comic', 'mass', 'crash', 'link']"
"['check', 'centaur', 'lap']",inspect,"green: ['wind', 'grace', 'part', 'centaur', 'leprechaun', 'lap', 'check'], black: ['light', 'figure', 'millionaire'], tan: ['genius', 'compound', 'poison', 'disease', 'novel', 'alien', 'war', 'conductor', 'pitch', 'comic', 'mass', 'crash', 'link']"
"['wind', 'leprechaun']",season,"green: ['wind', 'leprechaun'], black: ['light', 'figure', 'millionaire'], tan: ['genius', 'compound', 'poison', 'disease', 'novel', 'alien', 'war', 'conductor', 'pitch', 'comic', 'mass', 'crash', 'link']"
"['poison', 'disease']",health,"green: ['genius', 'compound', 'ray', 'poison', 'disease', 'alien', 'lap', 'figure', 'strike'], black: ['centaur', 'millionaire', 'link'], tan: ['wind', 'light', 'grace', 'part', 'novel', 'war', 'conductor', 'leprechaun', 'pitch', 'comic', 'mass', 'check', 'crash']"
"['alien', 'figure']",doll,"green: ['genius', 'compound', 'alien', 'lap', 'figure'], black: ['centaur', 'millionaire', 'link'], tan: ['wind', 'light', 'grace', 'part', 'novel', 'war', 'conductor', 'leprechaun', 'pitch', 'comic', 'mass', 'check', 'crash']"
"['genius', 'compound']",power,"green: ['genius', 'compound'], black: ['centaur', 'millionaire', 'link'], tan: ['wind', 'light', 'grace', 'part', 'novel', 'war', 'conductor', 'leprechaun', 'pitch', 'comic', 'mass', 'check', 'crash']"
"['opera', 'conductor']",browser,"green: ['cold', 'air', 'tag', 'opera', 'sound', 'conductor'], black: ['plot', 'soul', 'cast'], tan: ['round', 'grace', 'millionaire', 'fighter', 'racket', 'genius', 'well', 'ray', 'novel', 'angel', 'cycle', 'contract']"
"['ghost', 'grace']",heaven,"green: ['soul', 'grace', 'ghost', 'genius', 'ray', 'pass', 'sound', 'poison', 'angel'], black: ['millionaire', 'cast', 'spell'], tan: ['plot', 'round', 'cold', 'air', 'fighter', 'racket', 'tag', 'opera', 'well', 'novel', 'conductor', 'cycle', 'contract']"
"['soul', 'racket']",pearlygates,"green: ['soul', 'genius', 'ray', 'pass', 'sound', 'angel'], black: ['millionaire', 'cast', 'spell'], tan: ['plot', 'round', 'cold', 'air', 'fighter', 'racket', 'tag', 'opera', 'well', 'novel', 'conductor', 'cycle', 'contract']"
"['sound', 'millionaire']",harp,"green: ['genius', 'ray', 'pass', 'sound', 'angel'], black: ['millionaire', 'cast', 'spell'], tan: ['plot', 'round', 'cold', 'air', 'fighter', 'tag', 'opera', 'well', 'novel', 'conductor', 'cycle', 'contract']"
"['link', 'embassy']",contract,"green: ['day', 'link', 'bond', 'force', 'spy', 'witch'], black: ['leprechaun', 'beat', 'lap'], tan: ['charge', 'ghost', 'unicorn', 'embassy', 'draft', 'mammoth', 'match', 'centaur', 'state', 'figure', 'vacuum']"
"['boom', 'sound']",bomb,"green: ['draft', 'boom', 'fair', 'press', 'war', 'sound', 'roulette', 'wake', 'cast'], black: ['revolution', 'undertaker', 'green'], tan: ['state', 'poison', 'lead', 'slip', 'soul', 'part', 'air', 'play', 'mass', 'capital', 'figure', 'lap', 'spring']"
"['roulette', 'fair']",gamble,"green: ['draft', 'fair', 'roulette', 'cast'], black: ['revolution', 'undertaker', 'green'], tan: ['state', 'poison', 'lead', 'slip', 'soul', 'part', 'air', 'play', 'mass', 'capital', 'figure', 'lap', 'spring']"
"['war', 'revolution', 'play']",conflict,"green: ['revolution', 'slip', 'soul', 'fair', 'war', 'play', 'wake', 'figure', 'lap'], black: ['green', 'press', 'mass'], tan: ['undertaker', 'state', 'draft', 'poison', 'lead', 'part', 'boom', 'sound', 'air', 'capital', 'cast', 'spring']"
"['charge', 'beat']",attack,"green: ['capital', 'disease', 'soul', 'contract', 'poison', 'king', 'spring', 'beat', 'charge'], black: ['pass', 'luck', 'play'], tan: ['part', 'stock', 'sub', 'leprechaun', 'racket', 'grace', 'superhero', 'press', 'green', 'switch', 'match', 'point', 'slip']"
"['disease', 'poison']",ill,"green: ['capital', 'disease', 'soul', 'contract', 'poison', 'king'], black: ['pass', 'luck', 'play'], tan: ['part', 'stock', 'sub', 'leprechaun', 'racket', 'grace', 'superhero', 'press', 'green', 'switch', 'match', 'point', 'slip']"
"['spring', 'green']",blooming,"green: ['part', 'sub', 'capital', 'pass', 'green', 'switch', 'match', 'spring'], black: ['disease', 'leprechaun', 'play'], tan: ['stock', 'racket', 'grace', 'soul', 'superhero', 'luck', 'press', 'contract', 'poison', 'king', 'point', 'slip', 'charge']"
"['sub', 'part']",replacement,"green: ['part', 'sub', 'pass', 'match'], black: ['disease', 'leprechaun', 'play'], tan: ['stock', 'racket', 'grace', 'soul', 'superhero', 'luck', 'press', 'contract', 'poison', 'king', 'point', 'slip', 'charge']"
"['air', 'point']",pick,"green: ['spot', 'compound', 'centaur', 'degree', 'conductor', 'air', 'strike', 'drop'], black: ['millionaire', 'part', 'slip'], tan: ['round', 'charge', 'center', 'day', 'witch', 'vacuum', 'angel', 'club', 'point', 'leprechaun', 'lead', 'scientist']"
"['fall', 'air']",season,"green: ['scientist', 'contract', 'fall', 'ghost', 'life', 'conductor', 'center', 'air', 'press'], black: ['mine', 'bond', 'spring'], tan: ['tag', 'draft', 'play', 'sub', 'club', 'soul', 'cover', 'light', 'march', 'part', 'state', 'match', 'check']"
"['life', 'scientist', 'ghost']",human,"green: ['scientist', 'contract', 'ghost', 'life', 'conductor', 'center', 'press'], black: ['mine', 'bond', 'spring'], tan: ['tag', 'draft', 'play', 'sub', 'club', 'soul', 'cover', 'light', 'march', 'part', 'state', 'match', 'check']"
"['conductor', 'contract', 'center']",field,"green: ['contract', 'conductor', 'center'], black: ['mine', 'bond', 'spring'], tan: ['tag', 'draft', 'play', 'sub', 'club', 'soul', 'cover', 'light', 'march', 'part', 'state', 'match', 'check']"
"['play', 'match']",game,"green: ['tag', 'play', 'bond', 'part', 'press', 'match', 'check'], black: ['sub', 'ghost', 'spring'], tan: ['draft', 'scientist', 'mine', 'contract', 'life', 'conductor', 'club', 'center', 'soul', 'cover', 'light', 'march', 'state']"
"['press', 'tag', 'bond']",paper,"green: ['tag', 'bond', 'part', 'press', 'check'], black: ['sub', 'ghost', 'spring'], tan: ['draft', 'scientist', 'mine', 'contract', 'life', 'conductor', 'club', 'center', 'soul', 'cover', 'light', 'march', 'state']"
"['part', 'check']",inspect,"green: ['part', 'check'], black: ['sub', 'ghost', 'spring'], tan: ['draft', 'scientist', 'mine', 'contract', 'life', 'conductor', 'club', 'center', 'soul', 'cover', 'light', 'march', 'state']"
"['green', 'racket']",colour,"green: ['time', 'center', 'witch', 'racket', 'tag', 'mammoth', 'green'], black: ['spy', 'match', 'row'], tan: ['centaur', 'state', 'plot', 'cover', 'death', 'field', 'ray', 'king', 'play', 'pitch', 'figure', 'force', 'spell']"
"['time', 'center']",seconds,"green: ['time', 'center', 'witch', 'tag', 'mammoth'], black: ['spy', 'match', 'row'], tan: ['centaur', 'state', 'plot', 'cover', 'death', 'field', 'ray', 'king', 'play', 'pitch', 'figure', 'force', 'spell']"
"['mammoth', 'witch']",aquaman,"green: ['witch', 'tag', 'mammoth'], black: ['spy', 'match', 'row'], tan: ['centaur', 'state', 'plot', 'cover', 'death', 'field', 'ray', 'king', 'play', 'pitch', 'figure', 'force', 'spell']"
"['ninja', 'play']",game,"green: ['spy', 'ninja', 'ray', 'king', 'play', 'pitch', 'racket', 'tag', 'spell'], black: ['pass', 'match', 'state'], tan: ['centaur', 'time', 'center', 'row', 'plot', 'cover', 'death', 'field', 'witch', 'figure', 'force', 'mammoth', 'green']"
"['king', 'spy']",war,"green: ['spy', 'ray', 'king', 'pitch', 'tag', 'spell'], black: ['pass', 'match', 'state'], tan: ['centaur', 'time', 'center', 'row', 'plot', 'cover', 'death', 'field', 'witch', 'figure', 'force', 'mammoth', 'green']"
"['tag', 'spell']",dictionary,"green: ['ray', 'pitch', 'tag', 'spell'], black: ['pass', 'match', 'state'], tan: ['centaur', 'time', 'center', 'row', 'plot', 'cover', 'death', 'field', 'figure', 'force', 'mammoth', 'green']"
"['capital', 'mammoth']",maryland,"green: ['novel', 'slip', 'mammoth', 'force', 'wind', 'capital'], black: ['superhero', 'figure', 'pitch'], tan: ['center', 'day', 'embassy', 'degree', 'switch', 'spy', 'stock', 'draft', 'well', 'alien', 'vacuum', 'contract', 'state']"
"['strike', 'round']",line,"green: ['mount', 'air', 'part', 'drop', 'wake', 'strike', 'tag', 'round'], black: ['cycle', 'soul', 'force'], tan: ['switch', 'opera', 'trip', 'mass', 'degree', 'embassy', 'check', 'match', 'state', 'ray', 'slip', 'comic', 'press']"
"['drop', 'air']",cough,"green: ['mount', 'air', 'part', 'drop', 'wake', 'tag'], black: ['cycle', 'soul', 'force'], tan: ['switch', 'opera', 'trip', 'mass', 'degree', 'embassy', 'check', 'match', 'state', 'ray', 'slip', 'comic', 'press']"
"['mount', 'wake']",peak,"green: ['mount', 'part', 'wake', 'tag'], black: ['cycle', 'soul', 'force'], tan: ['switch', 'opera', 'trip', 'mass', 'degree', 'embassy', 'check', 'match', 'state', 'ray', 'slip', 'comic', 'press']"
"['tag', 'part']",suitcase,"green: ['part', 'tag'], black: ['cycle', 'soul', 'force'], tan: ['switch', 'opera', 'trip', 'mass', 'degree', 'embassy', 'check', 'match', 'state', 'ray', 'slip', 'comic', 'press']"
"['war', 'match']",fight,"green: ['cycle', 'opera', 'mount', 'degree', 'embassy', 'match', 'drop', 'war', 'slip'], black: ['air', 'comic', 'force'], tan: ['switch', 'trip', 'mass', 'soul', 'part', 'check', 'state', 'wake', 'strike', 'ray', 'tag', 'round', 'press']"
"['embassy', 'degree']",government,"green: ['opera', 'mount', 'degree', 'embassy', 'slip'], black: ['air', 'comic', 'force'], tan: ['switch', 'trip', 'mass', 'soul', 'part', 'check', 'state', 'wake', 'strike', 'ray', 'tag', 'round', 'press']"
"['play', 'pitch']",baseball,"green: ['pitch', 'sub', 'cover', 'date', 'play', 'trip', 'spot', 'luck', 'mount'], black: ['disease', 'sound', 'mass'], tan: ['row', 'link', 'spy', 'racket', 'scientist', 'angel', 'superhero', 'switch', 'state', 'roulette', 'life', 'green', 'vacuum']"
"['sub', 'scientist']",periscope,"green: ['sub', 'cover', 'date', 'trip', 'spot', 'luck', 'mount'], black: ['disease', 'sound', 'mass'], tan: ['row', 'link', 'spy', 'racket', 'scientist', 'angel', 'superhero', 'switch', 'state', 'roulette', 'life', 'green', 'vacuum']"
"['date', 'luck']",thirteenth,"green: ['cover', 'date', 'spot', 'luck', 'mount'], black: ['disease', 'sound', 'mass'], tan: ['row', 'link', 'spy', 'racket', 'angel', 'superhero', 'switch', 'state', 'roulette', 'life', 'green', 'vacuum']"
"['mount', 'spot']",shade,"green: ['cover', 'spot', 'mount'], black: ['disease', 'sound', 'mass'], tan: ['row', 'link', 'spy', 'racket', 'angel', 'superhero', 'switch', 'state', 'roulette', 'life', 'green', 'vacuum']"
"['roulette', 'state']",vegas,"green: ['link', 'racket', 'scientist', 'mass', 'trip', 'roulette', 'mount', 'green'], black: ['pitch', 'sound', 'switch'], tan: ['sub', 'row', 'spy', 'cover', 'date', 'disease', 'angel', 'spot', 'superhero', 'luck', 'state', 'life', 'vacuum']"
"['racket', 'trip']",tennis,"green: ['link', 'racket', 'scientist', 'mass', 'trip', 'mount', 'green'], black: ['pitch', 'sound', 'switch'], tan: ['sub', 'row', 'spy', 'cover', 'date', 'disease', 'angel', 'spot', 'superhero', 'luck', 'life', 'vacuum']"
"['crash', 'death', 'boom', 'drop']",danger,"green: ['crash', 'drop', 'wake', 'club', 'boom', 'bond', 'death', 'fair', 'row'], black: ['spring', 'check', 'draft'], tan: ['spell', 'agent', 'charge', 'day', 'embassy', 'war', 'opera', 'ghost', 'capital', 'stock', 'sub', 'trip', 'racket']"
"['club', 'fair']",crowded,"green: ['club', 'bond', 'fair', 'row'], black: ['spring', 'check', 'draft'], tan: ['spell', 'agent', 'charge', 'day', 'embassy', 'war', 'opera', 'ghost', 'capital', 'stock', 'sub', 'trip', 'racket']"
"['wake', 'spring']",water,"green: ['spring', 'agent', 'charge', 'wake', 'day', 'sub', 'trip', 'fair'], black: ['embassy', 'draft', 'bond'], tan: ['check', 'spell', 'crash', 'drop', 'club', 'war', 'opera', 'death', 'ghost', 'capital', 'stock', 'row', 'racket']"
"['genius', 'compound']",atom,"green: ['field', 'alien', 'link', 'genius', 'mass', 'march'], black: ['compound', 'ninja', 'check'], tan: ['figure', 'contract', 'leprechaun', 'date', 'sub', 'comic', 'light', 'crash', 'cycle', 'witch', 'draft', 'opera']"
"['day', 'strike']",time,"green: ['day', 'strike', 'ninja', 'air', 'contract', 'cover', 'well', 'state', 'crash'], black: ['unicorn', 'mammoth', 'charge'], tan: ['revolution', 'center', 'ray', 'boom', 'wind', 'roulette', 'lead', 'disease', 'light', 'figure', 'mass', 'check', 'leprechaun']"
"['figure', 'witch']",body,"green: ['witch', 'mammoth', 'centaur', 'figure', 'pass', 'genius', 'roulette', 'lap', 'strike'], black: ['check', 'draft', 'air'], tan: ['march', 'code', 'grace', 'ghost', 'link', 'agent', 'embassy', 'match', 'opera', 'racket', 'slip', 'drop', 'wind']"
"['embassy', 'check', 'agent', 'code']",passport,"green: ['check', 'agent', 'embassy', 'pass', 'genius', 'opera', 'wind'], black: ['mammoth', 'draft', 'drop'], tan: ['code', 'witch', 'grace', 'centaur', 'ghost', 'link', 'roulette', 'match', 'racket', 'lap', 'slip', 'strike', 'air']"
"['opera', 'air']",music,"green: ['pass', 'genius', 'opera', 'wind'], black: ['mammoth', 'draft', 'drop'], tan: ['witch', 'grace', 'centaur', 'ghost', 'link', 'roulette', 'match', 'racket', 'lap', 'slip', 'strike', 'air']"
"['leprechaun', 'alien']",myth,"green: ['ninja', 'alien', 'draft', 'crash', 'comic', 'degree', 'leprechaun', 'spell'], black: ['press', 'drop', 'spot'], tan: ['field', 'round', 'cover', 'center', 'witch', 'poison', 'novel', 'superhero', 'grace', 'pass', 'racket', 'point', 'war']"
"['racket', 'field']",sports,"green: ['field', 'poison', 'superhero', 'crash', 'pass', 'degree', 'racket', 'spot', 'spell'], black: ['alien', 'novel', 'drop'], tan: ['round', 'cover', 'ninja', 'press', 'center', 'witch', 'draft', 'undertaker', 'comic', 'grace', 'point', 'leprechaun', 'war']"
"['spell', 'spot']",s-words,"green: ['poison', 'crash', 'pass', 'degree', 'spot', 'spell'], black: ['alien', 'novel', 'drop'], tan: ['round', 'cover', 'ninja', 'press', 'center', 'witch', 'draft', 'undertaker', 'comic', 'grace', 'point', 'leprechaun', 'war']"
"['play', 'air']",sound,"green: ['poison', 'play', 'spell', 'light', 'figure', 'drop', 'state', 'air', 'slip'], black: ['contract', 'point', 'mount'], tan: ['match', 'code', 'beat', 'war', 'time', 'spot', 'center', 'trip', 'row', 'unicorn', 'cast', 'ninja', 'compound']"
"['poison', 'light']",venom,"green: ['poison', 'light', 'drop', 'state', 'slip'], black: ['contract', 'point', 'mount'], tan: ['match', 'code', 'beat', 'war', 'time', 'spot', 'center', 'trip', 'row', 'unicorn', 'cast', 'ninja', 'compound']"
"['spell', 'code', 'figure']",java,"green: ['poison', 'spell', 'code', 'figure', 'point', 'center', 'trip', 'row', 'compound'], black: ['match', 'contract', 'slip'], tan: ['play', 'light', 'beat', 'war', 'drop', 'time', 'state', 'spot', 'air', 'unicorn', 'cast', 'mount', 'ninja']"
"['compound', 'drop']",house,"green: ['point', 'center', 'row', 'compound'], black: ['match', 'contract', 'slip'], tan: ['play', 'light', 'beat', 'war', 'drop', 'time', 'state', 'spot', 'air', 'unicorn', 'cast', 'mount', 'ninja']"
"['point', 'center']",pin,"green: ['point', 'center', 'row'], black: ['match', 'contract', 'slip'], tan: ['play', 'light', 'beat', 'war', 'time', 'state', 'spot', 'air', 'unicorn', 'cast', 'mount', 'ninja']"
"['poison', 'soul']",death,"green: ['life', 'lead', 'racket', 'witch', 'poison'], black: ['boom', 'scientist', 'club'], tan: ['pitch', 'sound', 'bond', 'compound', 'point', 'fair', 'soul', 'mammoth', 'angel', 'row', 'opera', 'mount', 'king']"
"['life', 'boom']",birth,"green: ['life', 'lead', 'racket', 'witch'], black: ['boom', 'scientist', 'club'], tan: ['pitch', 'sound', 'bond', 'compound', 'point', 'fair', 'mammoth', 'angel', 'row', 'opera', 'mount', 'king']"
"['ray', 'pitch']",laser,"green: ['spell', 'ray', 'beat', 'novel', 'pitch', 'mass', 'lap', 'degree'], black: ['cover', 'lead', 'poison'], tan: ['bond', 'plot', 'green', 'cast', 'compound', 'center', 'day', 'grace', 'date', 'witch', 'unicorn', 'cycle']"
"['cast', 'plot', 'lead']",movie,"green: ['bond', 'plot', 'cast', 'cover', 'compound', 'draft', 'beat', 'novel', 'lap'], black: ['grace', 'poison', 'revolution'], tan: ['spell', 'green', 'center', 'day', 'ray', 'date', 'lead', 'pitch', 'mass', 'witch', 'unicorn', 'degree', 'cycle']"
"['compound', 'bond']",fraction,"green: ['bond', 'cover', 'compound', 'draft', 'beat', 'novel', 'lap'], black: ['grace', 'poison', 'revolution'], tan: ['spell', 'green', 'center', 'day', 'ray', 'date', 'pitch', 'mass', 'witch', 'unicorn', 'degree', 'cycle']"
"['draft', 'lap']",blueprint,"green: ['cover', 'draft', 'beat', 'lap'], black: ['grace', 'poison', 'revolution'], tan: ['spell', 'green', 'center', 'day', 'ray', 'date', 'pitch', 'mass', 'witch', 'unicorn', 'degree']"
"['death', 'undertaker']",disease,"green: ['death', 'racket', 'stock', 'green', 'scientist', 'match', 'point', 'day', 'fair'], black: ['charge', 'embassy', 'march'], tan: ['spy', 'state', 'undertaker', 'fighter', 'link', 'leprechaun', 'spell', 'light', 'switch', 'agent', 'check', 'sound', 'part']"
"['fair', 'match']",even,"green: ['stock', 'green', 'scientist', 'match', 'point', 'day', 'fair'], black: ['charge', 'embassy', 'march'], tan: ['spy', 'state', 'fighter', 'link', 'leprechaun', 'spell', 'light', 'switch', 'agent', 'check', 'sound', 'part']"
"['scientist', 'stock']",biologist,"green: ['stock', 'scientist', 'point', 'day'], black: ['charge', 'embassy', 'march'], tan: ['spy', 'state', 'fighter', 'link', 'leprechaun', 'spell', 'light', 'switch', 'agent', 'check', 'sound', 'part']"
"['switch', 'racket']",electricity,"green: ['racket', 'charge', 'green', 'state', 'match', 'spell', 'switch', 'check', 'sound'], black: ['stock', 'march', 'agent'], tan: ['death', 'spy', 'scientist', 'undertaker', 'fighter', 'link', 'leprechaun', 'point', 'embassy', 'light', 'day', 'fair', 'part']"
"['check', 'charge']",cashiers,"green: ['charge', 'state', 'spell', 'check'], black: ['stock', 'march', 'agent'], tan: ['death', 'spy', 'scientist', 'undertaker', 'fighter', 'link', 'leprechaun', 'embassy', 'light', 'day', 'fair', 'part']"
"['boom', 'crash']",sound,"green: ['undertaker', 'crash', 'boom', 'ninja', 'march', 'spring', 'check', 'change', 'lead'], black: ['wind', 'slip', 'degree'], tan: ['switch', 'center', 'witch', 'centaur', 'code', 'embassy', 'match', 'luck', 'day', 'fall', 'scientist', 'ray', 'spell']"
"['fall', 'ray', 'scientist', 'wind']",laser,"green: ['slip', 'embassy', 'ninja', 'march', 'match', 'change', 'fall', 'scientist', 'ray'], black: ['wind', 'witch', 'lead'], tan: ['switch', 'center', 'centaur', 'undertaker', 'crash', 'boom', 'code', 'luck', 'day', 'check', 'degree', 'spell']"
"['strike', 'alien', 'death']",invasion,"green: ['ray', 'day', 'lap', 'death', 'alien', 'strike', 'crash', 'mammoth', 'slip'], black: ['sub', 'round', 'press'], tan: ['state', 'conductor', 'capital', 'grace', 'undertaker', 'pitch', 'cycle', 'code', 'unicorn', 'spell', 'center', 'mount', 'lead']"
"['crash', 'slip']",accident,"green: ['ray', 'day', 'lap', 'crash', 'slip'], black: ['sub', 'round', 'press'], tan: ['state', 'conductor', 'capital', 'grace', 'undertaker', 'pitch', 'cycle', 'code', 'unicorn', 'spell', 'center', 'mount', 'lead']"
"['grace', 'ray']",name,"green: ['ray', 'grace', 'spell', 'center', 'press'], black: ['code', 'alien', 'round'], tan: ['state', 'conductor', 'day', 'lap', 'capital', 'undertaker', 'sub', 'pitch', 'death', 'cycle', 'crash', 'mount', 'slip']"
"['unicorn', 'mount']",horse,"green: ['unicorn', 'crash', 'mount', 'spy', 'force', 'spot', 'vacuum', 'beat', 'luck'], black: ['round', 'charge', 'part'], tan: ['mine', 'figure', 'stock', 'match', 'check', 'life', 'roulette', 'ray', 'angel', 'death', 'genius', 'march', 'cast']"
"['force', 'beat']",attack,"green: ['crash', 'spy', 'force', 'spot', 'vacuum', 'beat', 'luck'], black: ['round', 'charge', 'part'], tan: ['mine', 'figure', 'stock', 'match', 'check', 'life', 'roulette', 'ray', 'angel', 'death', 'genius', 'march', 'cast']"
